question_text,question_group,group_size,survey_organisation,country,source_file,total_questions,unique_organizations,unique_countries
"How much positive impact, if any, do you think AI is currently having on: The way we identify and treat diseases",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,12,1,5
"How much positive impact, if any, do you think AI is currently having on: The way we identify and treat diseases",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,12,1,5
"How much positive impact, if any, do you think AI is currently having on: The way we identify and treat diseases",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,12,1,5
"How much positive impact, if any, do you think AI is currently having on: The way we identify and treat diseases",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,12,1,5
"Will AI have a positive, negative, or no impact on: Your health and wellbeing in the next five years?",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,12,1,5
"How important, if at all, is each AI application for society: Medical breakthroughs",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,12,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Healthcare",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,12,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Healthcare",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,12,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Healthcare",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,12,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Healthcare",Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,12,1,5
How much total positive impact do you think AI is currently having on: Identify and treat diseases,Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,12,1,5
How much total positive impact do you think AI is currently having on: Identify and treat diseases,Impact_Of_AI_On_Health_And_Medicine,12,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,12,1,5
"How much positive impact, if any, do you think AI is currently having on: The way we learn",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,13,1,5
"How much positive impact, if any, do you think AI is currently having on: The way we learn",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,13,1,5
"How much positive impact, if any, do you think AI is currently having on: The way we learn",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,13,1,5
"How much positive impact, if any, do you think AI is currently having on: The way we learn",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,13,1,5
"Will AI have a positive, negative, or no impact on: Your ability to understand complex topics in the next five years?",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,13,1,5
"Will AI have a positive, negative, or no impact on: The way you learn in the next five years?",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,13,1,5
"How important, if at all, is each AI application for society: Personalized education",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,13,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Education and training",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,13,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Education and training",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,13,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Education and training",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,13,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Education and training",Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,13,1,5
How much total positive impact do you think AI is currently having on: The way we learn,Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,13,1,5
How much total positive impact do you think AI is currently having on: The way we learn,Impact_Of_AI_On_Education_And_Learning,13,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,13,1,5
"How much positive impact, if any, do you think AI is currently having on: The way we work",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,82,1,22
"How much positive impact, if any, do you think AI is currently having on: The way we work",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,82,1,22
"How much positive impact, if any, do you think AI is currently having on: The way we work",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,82,1,22
"How much positive impact, if any, do you think AI is currently having on: The way we work",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,82,1,22
"Will AI have a positive, negative, or no impact on: Your job in the next five years?",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,82,1,22
"Will AI have a positive, negative, or no impact on: The way you work in the next five years?",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,82,1,22
"Will AI have a positive, negative, or no impact on: Your career prospects in the next five years?",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,82,1,22
"How important, if at all, is each AI application for society: Workforce preparedness",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,82,1,22
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Job opportunities",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,82,1,22
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Job opportunities",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,82,1,22
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Job opportunities",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,82,1,22
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Job opportunities",Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,82,1,22
How much total positive impact do you think AI is currently having on: The way we work,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,82,1,22
How much total positive impact do you think AI is currently having on: The way we work,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Australia,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Belgium,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Brazil,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,France,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Germany,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,India,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Japan,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Mexico,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Netherlands,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Poland,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Singapore,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,South Africa,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Spain,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Sweden,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,UAE,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,UK,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,US,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Australia,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Belgium,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Brazil,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,France,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Germany,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,India,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Japan,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Mexico,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Netherlands,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Poland,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Singapore,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,South Africa,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Spain,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Sweden,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,UAE,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,UK,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,US,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Australia,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Belgium,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Brazil,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,France,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Germany,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,India,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Japan,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Mexico,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Netherlands,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Poland,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Singapore,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,South Africa,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Spain,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Sweden,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,UAE,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,UK,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,US,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Australia,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Belgium,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Brazil,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,France,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Germany,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,India,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Japan,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Mexico,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Netherlands,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Poland,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Singapore,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,South Africa,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Spain,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,Sweden,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,UAE,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,UK,ipsos_october_2023.pdf,82,1,22
Will AI allow you to do job faster or more efficiently?,Impact_Of_AI_On_Jobs_And_Work,82,Ipsos & World Economic Forum,US,ipsos_october_2023.pdf,82,1,22
"Will AI have a positive, negative, or no impact on: Your ability to write or create in the next five years?",Impact_Of_AI_On_Arts_And_Creativity,2,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,2,1,1
"How important, if at all, is each AI application for society: New forms of art and entertainment",Impact_Of_AI_On_Arts_And_Creativity,2,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,2,1,1
"Will AI have a positive, negative, or no impact on: Your quality of life in the next five years?",ungrouped_683,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
"Will AI have a positive, negative, or no impact on: Country's economy in the next five years?",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,10,1,5
"Will AI have a positive, negative, or no impact on: Your personal financial situation in the next five years?",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,10,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Economic inequality",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,10,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Economic inequality",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,10,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Economic inequality",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,10,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Economic inequality",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,10,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Poverty",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,10,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Poverty",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,10,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Poverty",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,10,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Poverty",Impact_Of_AI_On_Economy_And_Finance,10,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,10,1,5
"How important, if at all, is each AI application for society: Better security",Impact_Of_AI_On_Security_And_Cybersecurity,7,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,7,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Cybersecurity",Impact_Of_AI_On_Security_And_Cybersecurity,7,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,7,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Cybersecurity",Impact_Of_AI_On_Security_And_Cybersecurity,7,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,7,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Cybersecurity",Impact_Of_AI_On_Security_And_Cybersecurity,7,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,7,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Cybersecurity",Impact_Of_AI_On_Security_And_Cybersecurity,7,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,7,1,5
How much total positive impact do you think AI is currently having on: Keep information and systems secure,Impact_Of_AI_On_Security_And_Cybersecurity,7,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,7,1,5
How much total positive impact do you think AI is currently having on: Keep information and systems secure,Impact_Of_AI_On_Security_And_Cybersecurity,7,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,7,1,5
"How important, if at all, is each AI application for society: Research and development",ungrouped_686,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
"How important, if at all, is each AI application for society: Automation",ungrouped_687,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
"How important, if at all, is each AI application for society: Climate change solutions",Impact_Of_AI_On_Climate_And_Environment,5,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,5,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Climate change or the environment",Impact_Of_AI_On_Climate_And_Environment,5,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,5,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Climate change or the environment",Impact_Of_AI_On_Climate_And_Environment,5,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,5,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Climate change or the environment",Impact_Of_AI_On_Climate_And_Environment,5,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,5,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Climate change or the environment",Impact_Of_AI_On_Climate_And_Environment,5,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,5,1,5
"How important, if at all, is each AI application for society: Streamlined government",ungrouped_689,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
"How important, if at all, is each AI application for society: Improved accessibility",ungrouped_690,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
"How important, if at all, is each AI application for society: Increased equity",Impact_Of_AI_On_Societal_Equity_And_Bias,5,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,5,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Bias and discrimination",Impact_Of_AI_On_Societal_Equity_And_Bias,5,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,5,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Bias and discrimination",Impact_Of_AI_On_Societal_Equity_And_Bias,5,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,5,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Bias and discrimination",Impact_Of_AI_On_Societal_Equity_And_Bias,5,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,5,1,5
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Bias and discrimination",Impact_Of_AI_On_Societal_Equity_And_Bias,5,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,5,1,5
"How important, if at all, is each AI application for society: Personal assistant",ungrouped_692,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
"How important, if at all, is each AI application for society: Space exploration",ungrouped_693,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Transportation",ungrouped_694,1,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Transportation",ungrouped_695,1,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Transportation",ungrouped_696,1,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Transportation",ungrouped_697,1,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Fulfilling ways to spend time",ungrouped_698,1,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Fulfilling ways to spend time",ungrouped_699,1,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Fulfilling ways to spend time",ungrouped_700,1,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Fulfilling ways to spend time",ungrouped_701,1,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Work-life balance",ungrouped_702,1,Ipsos & World Economic Forum,United States,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Work-life balance",ungrouped_703,1,Ipsos & World Economic Forum,Europe,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Work-life balance",ungrouped_704,1,Ipsos & World Economic Forum,Asia-Pacific,ipsos_october_2023.pdf,1,1,1
"How much total positive impact, if any, in the next 25 years do you think AI will have on: Work-life balance",ungrouped_705,1,Ipsos & World Economic Forum,Emerging,ipsos_october_2023.pdf,1,1,1
How much total positive impact do you think AI is currently having on: The way we access information,ungrouped_706,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
How much total positive impact do you think AI is currently having on: The way we access information,ungrouped_707,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
Which of the following words or phrases best describe your preferred approach to developing or integrating AI into society?,ungrouped_708,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
Which of the following words or phrases best describe your preferred approach to developing or integrating AI into society?,ungrouped_709,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
Which of the following words or phrases best describe your preferred approach to developing or integrating AI into society?,ungrouped_710,1,Ipsos & World Economic Forum,Global,ipsos_october_2023.pdf,1,1,1
